Data,Nome,Edicao,Num,Extras,Qtd,Preco_Unit,Preco_Total
2025-10-02,"Tundra","Theros Beyond Death","180","Foil",3,10.66,31.97
2025-10-02,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,7.04,14.09
2025-10-02,"Liliana of the Veil","Commander Masters","254","",1,2.29,2.29
2025-10-02,"Sylvan Library","Modern Horizons 2","122","",4,11.58,46.31
2025-10-02,"Counterspell","Ixalan","165","Etched",2,22.94,45.88
2025-10-02,"Force of Will","Dominaria United","248","",3,72.64,217.91
2025-10-02,"Mystic Remora","Future Sight","54","Foil",2,9.07,18.13
2025-10-02,"Thoughtseize","Beta","294","",2,17.18,34.37
2025-10-02,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,35.81,143.26
2025-10-03,"Vraska the Unseen","Magic 2013","77","Foil",4,29.65,118.60
2025-10-03,"Arid Mesa","Magic 2011","109","",2,8.69,17.38
2025-10-03,"Saheeli Rai","Ixalan","281","Etched",4,6.49,25.96
2025-10-03,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,6.82,6.82
2025-10-03,"Aether Vial","The Brothers' War","114","Foil",3,28.32,84.95
2025-10-03,"Narset, Parter of Veils","Modern Horizons 2","240","",1,12.80,12.80
2025-10-03,"Misty Rainforest","The Brothers' War","61","",2,15.60,31.20
2025-10-03,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,18.20,54.59
2025-10-03,"Xenagos, the Reveler","Alpha","179","Prerelease",2,39.53,79.07
2025-10-03,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,2.22,8.89
2025-10-03,"Wooded Foothills","Unlimited","128","",4,28.99,115.96
2025-10-03,"Teferi's Protection","Future Sight","55","",1,14.62,14.62
2025-10-03,"Saheeli Rai","Time Spiral","289","",3,2.22,6.65
2025-10-03,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,16.13,64.52
2025-10-03,"Dark Ritual","Unfinity","39","Foil",1,10.85,10.85
2025-10-03,"Doubling Season","Ixalan","168","",2,764.01,1528.02
2025-10-03,"Field of the Dead","Magic 2013","99","",4,3.53,14.11
2025-10-03,"Nicol Bolas, the Ravager","Ixalan","93","",2,13.76,27.52
2025-10-03,"Lightning Bolt","Unfinity","25","Etched",3,4.46,13.38
2025-10-03,"Esper Sentinel","Unfinity","281","",1,34.75,34.75
2025-10-03,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,7.23,14.47
2025-10-03,"Rhystic Study","Unfinity","163","Foil",2,31.17,62.35
2025-10-03,"Path to Exile","Dominaria United","241","Foil",4,30.56,122.24
2025-10-03,"Brainstorm","Dominaria United","95","",4,26.50,105.99
2025-10-03,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,21.32,21.32
2025-10-03,"Hangarback Walker","Unlimited","182","Prerelease",3,21.37,64.11
2025-10-03,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,28.35,28.35
2025-10-03,"Gaea's Cradle","March of the Machine","202","Etched",4,1455.98,5823.93
2025-10-03,"Dark Depths","Dominaria United","88","",3,5.91,17.74
2025-10-03,"Phyrexian Obliterator","Alpha","51","Etched",2,32.53,65.07
2025-10-03,"Craterhoof Behemoth","Fourth Edition","90","",3,23.11,69.32
2025-10-03,"Birds of Paradise","Ixalan","131","Foil",2,4.09,8.18
2025-10-03,"Mana Crypt","Zendikar Rising","145","",4,302.22,1208.89
2025-10-03,"Urza's Saga","Time Spiral","74","",1,4.79,4.79
2025-10-03,"Ragavan, Nimble Pilferer","Ixalan","245","",3,258.98,776.93
2025-10-03,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,7.10,28.40
2025-10-03,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,2.86,5.73
2025-10-03,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.30,6.91
2025-10-03,"Sorin Markov","Strixhaven","14","Prerelease",2,19.50,38.99
2025-10-03,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,3864.94,11594.81
2025-10-03,"Path to Exile","Unfinity","10","Etched",3,12.63,37.88
2025-10-03,"Xenagos, God of Revels","Alpha","256","",4,1.86,7.46
2025-10-03,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,29.83,29.83
2025-10-03,"Phyrexian Obliterator","Magic 2010","280","Foil",2,8.52,17.05
2025-10-03,"Tarmogoyf","Ixalan","217","",1,3.92,3.92
2025-10-03,"Mox Diamond","Strixhaven","177","Foil",1,11051.79,11051.79
2025-10-03,"Demonic Tutor","March of the Machine","32","Foil",1,2.92,2.92
2025-10-03,"Gaea's Cradle","Kaladesh Remastered","185","",4,1715.25,6860.99
2025-10-03,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,1.66,3.32
2025-10-03,"Orcish Bowmasters","Revised","243","",3,6.60,19.81
2025-10-03,"Sword of Fire and Ice","Unlimited","188","Etched",3,8.65,25.95
2025-10-03,"Inquisition of Kozilek","Streets of New Capenna","254","",3,4.55,13.65
2025-10-03,"Arid Mesa","Wilds of Eldraine","34","",3,2.75,8.24
2025-10-03,"Elvish Mystic","Kaladesh Remastered","36","",2,13.85,27.71
2025-10-03,"Misty Rainforest","Theros Beyond Death","262","Foil",2,11.17,22.33
2025-10-03,"Dockside Extortionist","Revised","85","",3,11.34,34.02
2025-10-03,"Kiora, Behemoth Beckoner","Beta","77","",1,11.41,11.41
2025-10-03,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,5.97,23.89
2025-10-03,"Inquisition of Kozilek","Fourth Edition","224","",2,17.96,35.91
2025-10-03,"Xenagos, God of Revels","Commander Masters","28","",1,20.35,20.35
2025-10-03,"Jitte","Future Sight","194","",4,12.96,51.83
2025-10-03,"Volcanic Island","Unfinity","276","",3,921.64,2764.91
2025-10-03,"Lotus Cobra","Fourth Edition","63","",3,2510.74,7532.22
2025-10-03,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,1.93,1.93
2025-10-03,"Flooded Strand","The Lord of the Rings","265","Foil",2,13.14,26.28
2025-10-03,"Demonic Tutor","Kaladesh Remastered","111","",1,3.69,3.69
2025-10-03,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,4.97,4.97
2025-10-03,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,29.28,29.28
2025-10-03,"Demonic Tutor","The Lord of the Rings","289","",3,24.31,72.92
2025-10-03,"Scalding Tarn","Theros Beyond Death","186","",4,12.80,51.19
2025-10-03,"Ancient Tomb","Commander Masters","258","Prerelease",1,20.33,20.33
2025-10-03,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,21.01,84.03
2025-10-03,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,15.40,15.40
2025-10-03,"Phyrexian Obliterator","Commander Masters","166","Foil",2,35.60,71.20
2025-10-03,"Demonic Tutor","The Brothers' War","88","Etched",1,11.75,11.75
2025-10-03,"Sword of War and Peace","Revised","156","",1,12.29,12.29
2025-10-03,"Path to Exile","Unfinity","154","",2,0.71,1.41
2025-10-03,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,12.32,24.65
2025-10-03,"Emrakul, the Aeons Torn","Unfinity","253","",2,8.75,17.51
2025-10-03,"Wrath of God","Future Sight","230","",1,1.01,1.01
2025-10-03,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.47,9.88
2025-10-03,"Sheoldred, the Apocalypse","Revised","271","Etched",2,171.20,342.39
2025-10-03,"Force of Will","Magic 2012","256","",4,285.13,1140.53
2025-10-03,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,8.77,8.77
2025-10-03,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,30.89,61.77
2025-10-03,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,19.22,19.22
2025-10-03,"Dark Confidant","The Lord of the Rings","217","",1,5.35,5.35
2025-10-03,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,114.88,229.77
2025-10-03,"Avacyn, Angel of Hope","Ixalan","138","",3,14.29,42.87
2025-10-03,"Teferi's Protection","The Lord of the Rings","105","",3,8.00,23.99
2025-10-03,"Arid Mesa","Future Sight","176","Prerelease",1,1.32,1.32
2025-10-03,"Vraska the Unseen","Revised","169","",1,2.09,2.09
2025-10-03,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.38,4.15
2025-10-03,"Kodama's Reach","Modern Horizons 2","145","",2,1.44,2.89
2025-10-03,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,16.71,50.13
2025-10-03,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,552.64,1105.27
2025-10-03,"Thoughtseize","Phyrexia: All Will Be One","193","",4,15.06,60.25
2025-10-03,"Gaea's Cradle","Dominaria United","143","Foil",4,670.23,2680.91
2025-10-03,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,21.05,42.10
2025-10-03,"Fabled Passage","Fourth Edition","126","Foil",3,8.30,24.91
2025-10-03,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,3.04,12.15
2025-10-03,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,22.03,22.03
2025-10-03,"Mana Crypt","Time Spiral","105","",4,354.50,1418.02
2025-10-03,"Jitte","Revised","253","",4,22.26,89.03
2025-10-03,"Lightning Bolt","Commander Masters","288","Etched",2,11.51,23.01
2025-10-03,"Force of Will","Modern Horizons 2","235","Prerelease",3,334.12,1002.36
2025-10-03,"Craterhoof Behemoth","The Brothers' War","207","",1,14.33,14.33
2025-10-03,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,17.50,70.02
2025-10-03,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,16.80,16.80
2025-10-03,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,17.43,17.43
2025-10-03,"Cabal Coffers","Magic 2012","84","Prerelease",2,4.81,9.63
2025-10-03,"Mox Diamond","Beta","247","",3,1692.35,5077.05
2025-10-03,"Sylvan Library","Commander Masters","32","Foil",1,4.31,4.31
2025-10-03,"Sword of War and Peace","Modern Horizons 2","173","",2,11.50,23.00
2025-10-03,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,14.89,44.68
2025-10-03,"Scalding Tarn","The Brothers' War","245","",1,16.12,16.12
2025-10-03,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,10.89,10.89
2025-10-03,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,15.60,15.60
2025-10-03,"Field of the Dead","Magic 2011","259","Prerelease",1,4.77,4.77
2025-10-03,"Elvish Mystic","Magic 2010","211","",3,2.11,6.33
2025-10-03,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,11.07,22.14
2025-10-03,"Wrath of God","Modern Horizons 2","222","Foil",4,21.44,85.77
2025-10-03,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,6.87,27.46
2025-10-03,"Griselbrand","Ixalan","297","Prerelease",4,16.63,66.51
2025-10-03,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,17.05,17.05
2025-10-03,"Sensei's Divining Top","Magic 2013","234","Etched",4,1.62,6.47
2025-10-03,"Mox Diamond","Modern Horizons 2","253","",4,4989.29,19957.17
2025-10-03,"Wooded Foothills","The Brothers' War","104","",2,12.59,25.17
2025-10-03,"Misty Rainforest","Unlimited","251","",2,16.49,32.97
2025-10-03,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,10.19,10.19
2025-10-03,"Felidar Guardian","Future Sight","161","",4,17.81,71.26
2025-10-03,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,377.77,377.77
2025-10-03,"Batterskull","Beta","82","",1,1.07,1.07
2025-10-03,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,1.41,5.64
2025-10-03,"Path to Exile","Magic 2010","49","Prerelease",3,37.75,113.26
2025-10-03,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,10.12,30.35
2025-10-03,"Jitte","Zendikar Rising","66","Etched",4,9.05,36.20
2025-10-03,"Ral Zarek","Fourth Edition","27","Etched",3,15.39,46.17
2025-10-03,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,7.03,21.10
2025-10-03,"Swords to Plowshares","Streets of New Capenna","195","",4,8.35,33.38
2025-10-03,"Polluted Delta","Ixalan","221","",3,10.90,32.71
2025-10-03,"Tundra","Theros Beyond Death","180","Foil",3,10.59,31.77
2025-10-03,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,7.01,14.02
2025-10-03,"Liliana of the Veil","Commander Masters","254","",1,2.26,2.26
2025-10-03,"Sylvan Library","Modern Horizons 2","122","",4,11.42,45.68
2025-10-03,"Counterspell","Ixalan","165","Etched",2,22.63,45.27
2025-10-03,"Force of Will","Dominaria United","248","",3,74.78,224.34
2025-10-03,"Mystic Remora","Future Sight","54","Foil",2,9.05,18.10
2025-10-03,"Thoughtseize","Beta","294","",2,17.26,34.53
2025-10-03,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,36.41,145.62
2025-10-04,"Vraska the Unseen","Magic 2013","77","Foil",4,29.23,116.91
2025-10-04,"Arid Mesa","Magic 2011","109","",2,8.79,17.58
2025-10-04,"Saheeli Rai","Ixalan","281","Etched",4,6.44,25.77
2025-10-04,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,6.95,6.95
2025-10-04,"Aether Vial","The Brothers' War","114","Foil",3,28.35,85.05
2025-10-04,"Narset, Parter of Veils","Modern Horizons 2","240","",1,13.31,13.31
2025-10-04,"Misty Rainforest","The Brothers' War","61","",2,15.61,31.22
2025-10-04,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,18.36,55.07
2025-10-04,"Xenagos, the Reveler","Alpha","179","Prerelease",2,40.85,81.70
2025-10-04,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,2.17,8.70
2025-10-04,"Wooded Foothills","Unlimited","128","",4,29.02,116.09
2025-10-04,"Teferi's Protection","Future Sight","55","",1,14.92,14.92
2025-10-04,"Saheeli Rai","Time Spiral","289","",3,2.19,6.58
2025-10-04,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,16.03,64.12
2025-10-04,"Dark Ritual","Unfinity","39","Foil",1,10.78,10.78
2025-10-04,"Doubling Season","Ixalan","168","",2,751.89,1503.78
2025-10-04,"Field of the Dead","Magic 2013","99","",4,3.49,13.96
2025-10-04,"Nicol Bolas, the Ravager","Ixalan","93","",2,13.66,27.33
2025-10-04,"Lightning Bolt","Unfinity","25","Etched",3,4.51,13.53
2025-10-04,"Esper Sentinel","Unfinity","281","",1,33.83,33.83
2025-10-04,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,7.44,14.88
2025-10-04,"Rhystic Study","Unfinity","163","Foil",2,31.25,62.50
2025-10-04,"Path to Exile","Dominaria United","241","Foil",4,30.19,120.74
2025-10-04,"Brainstorm","Dominaria United","95","",4,26.36,105.43
2025-10-04,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,20.97,20.97
2025-10-04,"Hangarback Walker","Unlimited","182","Prerelease",3,21.01,63.04
2025-10-04,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,29.46,29.46
2025-10-04,"Gaea's Cradle","March of the Machine","202","Etched",4,1445.52,5782.08
2025-10-04,"Dark Depths","Dominaria United","88","",3,5.76,17.29
2025-10-04,"Phyrexian Obliterator","Alpha","51","Etched",2,32.49,64.98
2025-10-04,"Craterhoof Behemoth","Fourth Edition","90","",3,22.44,67.32
2025-10-04,"Birds of Paradise","Ixalan","131","Foil",2,4.14,8.28
2025-10-04,"Mana Crypt","Zendikar Rising","145","",4,309.01,1236.04
2025-10-04,"Urza's Saga","Time Spiral","74","",1,4.74,4.74
2025-10-04,"Ragavan, Nimble Pilferer","Ixalan","245","",3,255.44,766.33
2025-10-04,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,6.97,27.88
2025-10-04,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,2.82,5.63
2025-10-04,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.37,7.11
2025-10-04,"Sorin Markov","Strixhaven","14","Prerelease",2,19.08,38.15
2025-10-04,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,3996.00,11988.00
2025-10-04,"Path to Exile","Unfinity","10","Etched",3,12.20,36.60
2025-10-04,"Xenagos, God of Revels","Alpha","256","",4,1.83,7.31
2025-10-04,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,29.74,29.74
2025-10-04,"Phyrexian Obliterator","Magic 2010","280","Foil",2,8.90,17.81
2025-10-04,"Tarmogoyf","Ixalan","217","",1,3.89,3.89
2025-10-04,"Mox Diamond","Strixhaven","177","Foil",1,11327.19,11327.19
2025-10-04,"Demonic Tutor","March of the Machine","32","Foil",1,2.93,2.93
2025-10-04,"Gaea's Cradle","Kaladesh Remastered","185","",4,1761.60,7046.41
2025-10-04,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,1.69,3.38
2025-10-04,"Orcish Bowmasters","Revised","243","",3,6.72,20.16
2025-10-04,"Sword of Fire and Ice","Unlimited","188","Etched",3,8.86,26.58
2025-10-04,"Inquisition of Kozilek","Streets of New Capenna","254","",3,4.56,13.68
2025-10-04,"Arid Mesa","Wilds of Eldraine","34","",3,2.80,8.40
2025-10-04,"Elvish Mystic","Kaladesh Remastered","36","",2,14.17,28.35
2025-10-04,"Misty Rainforest","Theros Beyond Death","262","Foil",2,11.28,22.56
2025-10-04,"Dockside Extortionist","Revised","85","",3,10.93,32.80
2025-10-04,"Kiora, Behemoth Beckoner","Beta","77","",1,11.45,11.45
2025-10-04,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,5.86,23.43
2025-10-04,"Inquisition of Kozilek","Fourth Edition","224","",2,18.04,36.08
2025-10-04,"Xenagos, God of Revels","Commander Masters","28","",1,20.72,20.72
2025-10-04,"Jitte","Future Sight","194","",4,12.49,49.94
2025-10-04,"Volcanic Island","Unfinity","276","",3,942.82,2828.46
2025-10-04,"Lotus Cobra","Fourth Edition","63","",3,2486.84,7460.51
2025-10-04,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,1.94,1.94
2025-10-04,"Flooded Strand","The Lord of the Rings","265","Foil",2,13.20,26.41
2025-10-04,"Demonic Tutor","Kaladesh Remastered","111","",1,3.70,3.70
2025-10-04,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,4.93,4.93
2025-10-04,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,29.94,29.94
2025-10-04,"Demonic Tutor","The Lord of the Rings","289","",3,24.98,74.93
2025-10-04,"Scalding Tarn","Theros Beyond Death","186","",4,12.85,51.41
2025-10-04,"Ancient Tomb","Commander Masters","258","Prerelease",1,20.81,20.81
2025-10-04,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,20.67,82.67
2025-10-04,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,15.67,15.67
2025-10-04,"Phyrexian Obliterator","Commander Masters","166","Foil",2,35.00,70.01
2025-10-04,"Demonic Tutor","The Brothers' War","88","Etched",1,11.88,11.88
2025-10-04,"Sword of War and Peace","Revised","156","",1,12.09,12.09
2025-10-04,"Path to Exile","Unfinity","154","",2,0.71,1.42
2025-10-04,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,12.64,25.27
2025-10-04,"Emrakul, the Aeons Torn","Unfinity","253","",2,9.12,18.23
2025-10-04,"Wrath of God","Future Sight","230","",1,0.99,0.99
2025-10-04,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.48,9.93
2025-10-04,"Sheoldred, the Apocalypse","Revised","271","Etched",2,174.16,348.32
2025-10-04,"Force of Will","Magic 2012","256","",4,293.65,1174.60
2025-10-04,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,8.70,8.70
2025-10-04,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,30.41,60.81
2025-10-04,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,18.75,18.75
2025-10-04,"Dark Confidant","The Lord of the Rings","217","",1,5.35,5.35
2025-10-04,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,114.84,229.67
2025-10-04,"Avacyn, Angel of Hope","Ixalan","138","",3,13.65,40.94
2025-10-04,"Teferi's Protection","The Lord of the Rings","105","",3,7.90,23.71
2025-10-04,"Arid Mesa","Future Sight","176","Prerelease",1,1.31,1.31
2025-10-04,"Vraska the Unseen","Revised","169","",1,2.12,2.12
2025-10-04,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.37,4.12
2025-10-04,"Kodama's Reach","Modern Horizons 2","145","",2,1.42,2.83
2025-10-04,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,16.91,50.73
2025-10-04,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,557.49,1114.98
2025-10-04,"Thoughtseize","Phyrexia: All Will Be One","193","",4,15.29,61.16
2025-10-04,"Gaea's Cradle","Dominaria United","143","Foil",4,652.13,2608.50
2025-10-04,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,21.00,41.99
2025-10-04,"Fabled Passage","Fourth Edition","126","Foil",3,8.28,24.83
2025-10-04,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,3.03,12.12
2025-10-04,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,22.73,22.73
2025-10-04,"Mana Crypt","Time Spiral","105","",4,357.29,1429.18
2025-10-04,"Jitte","Revised","253","",4,22.75,90.98
2025-10-04,"Lightning Bolt","Commander Masters","288","Etched",2,11.32,22.64
2025-10-04,"Force of Will","Modern Horizons 2","235","Prerelease",3,335.77,1007.32
2025-10-04,"Craterhoof Behemoth","The Brothers' War","207","",1,14.35,14.35
2025-10-04,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,17.35,69.39
2025-10-04,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,17.22,17.22
2025-10-04,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,17.55,17.55
2025-10-04,"Cabal Coffers","Magic 2012","84","Prerelease",2,4.75,9.49
2025-10-04,"Mox Diamond","Beta","247","",3,1695.27,5085.81
2025-10-04,"Sylvan Library","Commander Masters","32","Foil",1,4.35,4.35
2025-10-04,"Sword of War and Peace","Modern Horizons 2","173","",2,11.41,22.82
2025-10-04,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,14.77,44.30
2025-10-04,"Scalding Tarn","The Brothers' War","245","",1,15.77,15.77
2025-10-04,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,10.87,10.87
2025-10-04,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,15.17,15.17
2025-10-04,"Field of the Dead","Magic 2011","259","Prerelease",1,4.77,4.77
2025-10-04,"Elvish Mystic","Magic 2010","211","",3,2.10,6.31
2025-10-04,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,11.17,22.35
2025-10-04,"Wrath of God","Modern Horizons 2","222","Foil",4,21.82,87.27
2025-10-04,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,6.76,27.04
2025-10-04,"Griselbrand","Ixalan","297","Prerelease",4,16.43,65.72
2025-10-04,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,17.22,17.22
2025-10-04,"Sensei's Divining Top","Magic 2013","234","Etched",4,1.59,6.38
2025-10-04,"Mox Diamond","Modern Horizons 2","253","",4,5044.19,20176.75
2025-10-04,"Wooded Foothills","The Brothers' War","104","",2,12.78,25.57
2025-10-04,"Misty Rainforest","Unlimited","251","",2,16.52,33.04
2025-10-04,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,10.43,10.43
2025-10-04,"Felidar Guardian","Future Sight","161","",4,17.43,69.73
2025-10-04,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,383.72,383.72
2025-10-04,"Batterskull","Beta","82","",1,1.09,1.09
2025-10-04,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,1.36,5.43
2025-10-04,"Path to Exile","Magic 2010","49","Prerelease",3,38.05,114.14
2025-10-04,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,10.46,31.39
2025-10-04,"Jitte","Zendikar Rising","66","Etched",4,9.25,37.01
2025-10-04,"Ral Zarek","Fourth Edition","27","Etched",3,15.28,45.84
2025-10-04,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,7.10,21.30
2025-10-04,"Swords to Plowshares","Streets of New Capenna","195","",4,8.42,33.67
2025-10-04,"Polluted Delta","Ixalan","221","",3,10.80,32.40
2025-10-04,"Tundra","Theros Beyond Death","180","Foil",3,10.51,31.54
2025-10-04,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,6.74,13.48
2025-10-04,"Liliana of the Veil","Commander Masters","254","",1,2.18,2.18
2025-10-04,"Sylvan Library","Modern Horizons 2","122","",4,11.05,44.20
2025-10-04,"Counterspell","Ixalan","165","Etched",2,23.33,46.66
2025-10-04,"Force of Will","Dominaria United","248","",3,75.81,227.42
2025-10-04,"Mystic Remora","Future Sight","54","Foil",2,8.93,17.86
2025-10-04,"Thoughtseize","Beta","294","",2,17.18,34.36
2025-10-04,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,36.48,145.92
2025-10-05,"Vraska the Unseen","Magic 2013","77","Foil",4,29.37,117.48
2025-10-05,"Arid Mesa","Magic 2011","109","",2,8.53,17.05
2025-10-05,"Saheeli Rai","Ixalan","281","Etched",4,6.44,25.75
2025-10-05,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,6.80,6.80
2025-10-05,"Aether Vial","The Brothers' War","114","Foil",3,28.21,84.64
2025-10-05,"Narset, Parter of Veils","Modern Horizons 2","240","",1,13.53,13.53
2025-10-05,"Misty Rainforest","The Brothers' War","61","",2,15.40,30.79
2025-10-05,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,18.31,54.92
2025-10-05,"Xenagos, the Reveler","Alpha","179","Prerelease",2,42.42,84.85
2025-10-05,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,2.14,8.57
2025-10-05,"Wooded Foothills","Unlimited","128","",4,29.85,119.39
2025-10-05,"Teferi's Protection","Future Sight","55","",1,14.47,14.47
2025-10-05,"Saheeli Rai","Time Spiral","289","",3,2.18,6.53
2025-10-05,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,15.90,63.59
2025-10-05,"Dark Ritual","Unfinity","39","Foil",1,10.52,10.52
2025-10-05,"Doubling Season","Ixalan","168","",2,738.40,1476.81
2025-10-05,"Field of the Dead","Magic 2013","99","",4,3.51,14.02
2025-10-05,"Nicol Bolas, the Ravager","Ixalan","93","",2,13.58,27.16
2025-10-05,"Lightning Bolt","Unfinity","25","Etched",3,4.46,13.38
2025-10-05,"Esper Sentinel","Unfinity","281","",1,34.21,34.21
2025-10-05,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,7.15,14.30
2025-10-05,"Rhystic Study","Unfinity","163","Foil",2,32.00,63.99
2025-10-05,"Path to Exile","Dominaria United","241","Foil",4,30.89,123.54
2025-10-05,"Brainstorm","Dominaria United","95","",4,26.49,105.97
2025-10-05,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,21.33,21.33
2025-10-05,"Hangarback Walker","Unlimited","182","Prerelease",3,20.87,62.60
2025-10-05,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,28.18,28.18
2025-10-05,"Gaea's Cradle","March of the Machine","202","Etched",4,1434.71,5738.84
2025-10-05,"Dark Depths","Dominaria United","88","",3,5.76,17.28
